"system","model_key","response","shock","horizon","share","status","message"
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",1,0,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",2,0.00346043944970145,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",3,0.0123895576189229,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",4,0.0552201397201916,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",5,0.0454496975949764,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",6,0.0427312699747739,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",7,0.050890829039999,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",8,0.0526969222211932,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",9,0.0496928349903851,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",10,0.0477935456377446,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",11,0.0491933756779578,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_exports_real","d_ln_commodity_price_index",12,0.04976881440646,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
"exports_augmented","exports_augmented_var_diff_class_fevd","d_ln_pib_socios","d_ln_exports_real",1,0.0355005539907035,"ok","Descomposicion de varianza calculada con vars::fevd como en clase."
